date,action,ticker,security,reason
2024-09-23,remove,BIO,Bio-Rad Laboratories,Market capitalization change.[27]
2024-09-23,remove,ETSY,Etsy,Market capitalization change.[27]
2024-09-30,add,AMTM,Amentum,"S&P 500 constituent Jacobs Solutions spun off its Critical Mission Solutions and Cyber Intelligence business, which merged with private Amentum to create newly publicly traded Amentum Holdings.[26]"
2024-10-01,remove,BBWI,"Bath & Body Works, Inc.",Market capitalization change.[26]
2024-11-26,add,TPL,Texas Pacific Land Corporation,S&P 500 & 100 constituent ConocoPhillips acquired Marathon Oil.[25]
2024-11-26,remove,MRO,Marathon Oil,S&P 500 & 100 constituent ConocoPhillips acquired Marathon Oil.[25]
2024-12-23,add,APO,Apollo Global Management,Market capitalization change.[23]
2024-12-23,add,LII,Lennox International,Novo Holdings A/S acquired Catalent.[24]
2024-12-23,add,WDAY,"Workday, Inc.",Market capitalization change.[23]
2024-12-23,remove,AMTM,Amentum,Market capitalization change.[23]
2024-12-23,remove,CTLT,Catalent,Novo Holdings A/S acquired Catalent.[24]
2024-12-23,remove,QRVO,Qorvo,Market capitalization change.[23]
2025-03-24,add,DASH,DoorDash,Market capitalization change.[22]
2025-03-24,add,EXE,Expand Energy,Market capitalization change.[22]
2025-03-24,add,TKO,TKO Group Holdings,Market capitalization change.[22]
2025-03-24,add,WSM,"Williams-Sonoma, Inc.",Market capitalization change.[22]
2025-03-24,remove,BWA,BorgWarner,Market capitalization change.[22]
2025-03-24,remove,CE,Celanese,Market capitalization change.[22]
2025-03-24,remove,FMC,FMC Corporation,Market capitalization change.[22]
2025-03-24,remove,TFX,Teleflex,Market capitalization change.[22]
2025-05-19,add,COIN,Coinbase,S&P 500 constituent Capital One Financial Corp. acquired Discover Financial Services.[21]
2025-05-19,remove,DFS,Discover Financial,S&P 500 constituent Capital One Financial Corp. acquired Discover Financial Services.[21]
2025-07-09,add,DDOG,Datadog,S&P 500 constituent Hewlett Packard Enterprise Co. acquired Juniper Networks.[20]
2025-07-09,remove,JNPR,Juniper Networks,S&P 500 constituent Hewlett Packard Enterprise Co. acquired Juniper Networks.[20]
2025-07-18,add,TTD,Trade Desk (The),S&P 500 constituent Synopsys Inc. acquired Ansys.[19]
2025-07-18,remove,ANSS,Ansys,S&P 500 constituent Synopsys Inc. acquired Ansys.[19]
2025-07-23,add,XYZ,"Block, Inc.",S&P 500 and S&P 100 constituent Chevron Corp. acquired Hess Corporation[18]
2025-07-23,remove,HES,Hess Corporation,S&P 500 and S&P 100 constituent Chevron Corp. acquired Hess Corporation[18]
2025-08-28,add,IBKR,Interactive Brokers,Sycamore Partners acquired Walgreen Boots Alliance.[17]
2025-08-28,remove,WBA,Walgreens Boots Alliance,Sycamore Partners acquired Walgreen Boots Alliance.[17]
2025-09-22,add,APP,AppLovin,Market capitalization change.[16]
2025-09-22,add,EME,Emcor,Market capitalization change.[16]
2025-09-22,add,HOOD,Robinhood Markets,Market capitalization change.[16]
2025-09-22,remove,CZR,Caesars Entertainment,Market capitalization change.[16]
2025-09-22,remove,ENPH,Enphase Energy,Market capitalization change.[16]
2025-09-22,remove,MKTX,MarketAxess,Market capitalization change.[16]
2025-10-30,add,SOLS,Solstice Advanced Materials,S&P 500 and S&P 100 constituent Honeywell International Inc. spun off Solstice Advanced Materials.[15]
2025-10-31,remove,KMX,CarMax,Market capitalization change.[15]
2025-11-03,add,Q,Qnity Electronics,"S&P 500 constituent Dupont de Nemours, Inc. spun off Qnity Electronics.[15]"
2025-11-04,remove,EMN,Eastman Chemical Co.,Market capitalization change.[15]
2025-11-28,add,SNDK,Sandisk,S&P 500 constituent Omnicom Group Inc. acquired (The) Interpublic Group.[13][14]
2025-11-28,remove,IPG,Interpublic Group,S&P 500 constituent Omnicom Group Inc. acquired (The) Interpublic Group.[13][14]
2025-12-11,add,ARES,Ares Management,Mars Inc. acquired Kellanova.[12]
2025-12-11,remove,K,Kellanova,Mars Inc. acquired Kellanova.[12]
2025-12-22,add,CRH,CRH,Market capitalization change.[11]
2025-12-22,add,CVNA,Carvana,Market capitalization change.[11]
2025-12-22,add,FIX,Comfort Systems USA,Market capitalization change.[11]
2025-12-22,remove,LKQ,LKQ Corporation,Market capitalization change.[11]
2025-12-22,remove,MHK,Mohawk Industries,Market capitalization change.[11]
2025-12-22,remove,SOLS,Solstice Advanced Materials,Market capitalization change.[11]
2026-02-09,add,CIEN,Ciena,Thoma Bravo L.P. acquired Dayforce.[10]
2026-02-09,remove,DAY,Dayforce,Thoma Bravo L.P. acquired Dayforce.[10]
2026-03-23,add,COHR,Coherent Corp.,Market capitalization change.[9]
2026-03-23,add,LITE,Lumentum,Market capitalization change.[9]
2026-03-23,add,SATS,EchoStar,Market capitalization change.[9]
2026-03-23,add,VRT,Vertiv,Market capitalization change.[9]
2026-03-23,remove,LW,Lamb Weston,Market capitalization change.[9]
2026-03-23,remove,MOH,Molina Healthcare,Market capitalization change.[9]
2026-03-23,remove,MTCH,Match Group,Market capitalization change.[9]
2026-03-23,remove,PAYC,Paycom,Market capitalization change.[9]
2026-04-09,add,CASY,Casey's,Blackstone Inc. and TPG Inc. acquired Hologic.[8]
2026-04-09,remove,HOLX,Hologic,Blackstone Inc. and TPG Inc. acquired Hologic.[8]
2026-05-07,add,VEEV,Veeva Systems,S&P 500 constituent Devon Energy Corp. is acquiring Coterra Energy. [6][7]
2026-05-07,remove,CTRA,Coterra Energy,S&P 500 constituent Devon Energy Corp. is acquiring Coterra Energy. [6][7]
